ROI,Dev Factor,Rsi period,Rsi low,Rsi high,Bollinger Period,Gain value
score,pfast,pslow,high_low_period,high_low_error,gain_value
0.00043250250000000323,2,14,5,0.1,1.0
0.007817502500000023,2,14,5,0.1,1.5
0.009055252499999993,2,14,5,0.2,1.0
0.010236002500000072,2,14,5,0.2,1.5
0.008455252499999968,2,14,5,0.3,1.0
0.00963600250000005,2,14,5,0.3,1.5
0.008253749999999848,2,14,5,0.4,1.0
0.00943449999999993,2,14,5,0.4,1.5
0.008253749999999848,2,14,5,0.5,1.0
0.00943449999999993,2,14,5,0.5,1.5
0.008253749999999848,2,14,5,0.6,1.0
0.00943449999999993,2,14,5,0.6,1.5
0.008253749999999848,2,14,5,0.7,1.0
0.00943449999999993,2,14,5,0.7,1.5
0.008253749999999848,2,14,5,0.8,1.0
0.00943449999999993,2,14,5,0.8,1.5
0.008253749999999848,2,14,5,0.9,1.0
0.00943449999999993,2,14,5,0.9,1.5
0.0009505000000000059,2,17,5,0.1,1.0
0.0027260000000001133,2,17,5,0.1,1.5
0.0007662500000000229,2,17,5,0.2,1.0
0.004765750000000063,2,17,5,0.2,1.5
0.008286500000000032,2,17,5,0.3,1.0
0.008768500000000115,2,17,5,0.3,1.5
0.007810129999999913,2,17,5,0.4,1.0
0.009371499999999994,2,17,5,0.4,1.5
0.007810129999999913,2,17,5,0.5,1.0
0.009371499999999994,2,17,5,0.5,1.5
0.007810129999999913,2,17,5,0.6,1.0
0.009371499999999994,2,17,5,0.6,1.5
0.007810129999999913,2,17,5,0.7,1.0
0.009371499999999994,2,17,5,0.7,1.5
0.007810129999999913,2,17,5,0.8,1.0
0.009371499999999994,2,17,5,0.8,1.5
0.007810129999999913,2,17,5,0.9,1.0
0.009371499999999994,2,17,5,0.9,1.5
0.001574000000000006,2,20,5,0.1,1.0
0.009224000000000012,2,20,5,0.1,1.5
0.0002662500000000513,2,20,5,0.2,1.0
0.016047500000000027,2,20,5,0.2,1.5
0.0012112499999998973,2,20,5,0.3,1.0
0.0031612499999999714,2,20,5,0.3,1.5
0.007260129999999987,2,20,5,0.4,1.0
0.011160129999999992,2,20,5,0.4,1.5
0.007260129999999987,2,20,5,0.5,1.0
0.011160129999999992,2,20,5,0.5,1.5
0.007260129999999987,2,20,5,0.6,1.0
0.011160129999999992,2,20,5,0.6,1.5
0.007260129999999987,2,20,5,0.7,1.0
0.011160129999999992,2,20,5,0.7,1.5
0.007260129999999987,2,20,5,0.8,1.0
0.011160129999999992,2,20,5,0.8,1.5
0.007260129999999987,2,20,5,0.9,1.0
0.011160129999999992,2,20,5,0.9,1.5
0.0004740000000000116,2,23,5,0.1,1.0
0.0037234999999998814,2,23,5,0.1,1.5
0.0002662500000000513,2,23,5,0.2,1.0
0.008559250000000086,2,23,5,0.2,1.5
0.0012112499999998973,2,23,5,0.3,1.0
0.011328749999999818,2,23,5,0.3,1.5
0.009709380000000033,2,23,5,0.4,1.0
0.011259380000000044,2,23,5,0.4,1.5
0.009709380000000033,2,23,5,0.5,1.0
0.011259380000000044,2,23,5,0.5,1.5
0.009709380000000033,2,23,5,0.6,1.0
0.011259380000000044,2,23,5,0.6,1.5
0.009709380000000033,2,23,5,0.7,1.0
0.011259380000000044,2,23,5,0.7,1.5
0.009709380000000033,2,23,5,0.8,1.0
0.011259380000000044,2,23,5,0.8,1.5
0.009709380000000033,2,23,5,0.9,1.0
0.011259380000000044,2,23,5,0.9,1.5
0.001763749999999807,2,26,5,0.1,1.0
0.008589250000000012,2,26,5,0.1,1.5
0.009172502500000068,2,26,5,0.2,1.0
0.01605300000000003,2,26,5,0.2,1.5
0.006379502500000104,2,26,5,0.3,1.0
0.015450000000000005,2,26,5,0.3,1.5
0.006379502500000104,2,26,5,0.4,1.0
0.009989249999999941,2,26,5,0.4,1.5
0.006379502500000104,2,26,5,0.5,1.0
0.009989249999999941,2,26,5,0.5,1.5
0.006078002500000092,2,26,5,0.6,1.0
0.015013374999999964,2,26,5,0.6,1.5
0.006078002500000092,2,26,5,0.7,1.0
0.015013374999999964,2,26,5,0.7,1.5
0.006078002500000092,2,26,5,0.8,1.0
0.015013374999999964,2,26,5,0.8,1.5
0.006078002500000092,2,26,5,0.9,1.0
0.015013374999999964,2,26,5,0.9,1.5
0.0003232500000000059,2,29,5,0.1,1.0
0.0035727499999998755,2,29,5,0.1,1.5
0.002016250000000023,2,29,5,0.2,1.0
0.01219100000000008,2,29,5,0.2,1.5
0.0010112499999999371,2,29,5,0.3,1.0
0.014711000000000057,2,29,5,0.3,1.5
0.008239249999999969,2,29,5,0.4,1.0
0.010961249999999983,2,29,5,0.4,1.5
0.008239249999999969,2,29,5,0.5,1.0
0.010961249999999983,2,29,5,0.5,1.5
0.007937749999999957,2,29,5,0.6,1.0
0.010659749999999971,2,29,5,0.6,1.5
0.007937749999999957,2,29,5,0.7,1.0
0.010659749999999971,2,29,5,0.7,1.5
0.007937749999999957,2,29,5,0.8,1.0
0.010659749999999971,2,29,5,0.8,1.5
0.007937749999999957,2,29,5,0.9,1.0
0.010659749999999971,2,29,5,0.9,1.5
0.011252750000000035,5,14,5,0.1,1.0
0.013028250000000142,5,14,5,0.1,1.5
0.013545999999999956,5,14,5,0.2,1.0
0.016721000000000052,5,14,5,0.2,1.5
0.013545999999999956,5,14,5,0.3,1.0
0.016721000000000052,5,14,5,0.3,1.5
0.013545999999999956,5,14,5,0.4,1.0
0.016721000000000052,5,14,5,0.4,1.5
0.013545999999999956,5,14,5,0.5,1.0
0.016721000000000052,5,14,5,0.5,1.5
0.013545999999999956,5,14,5,0.6,1.0
0.016721000000000052,5,14,5,0.6,1.5
0.013545999999999956,5,14,5,0.7,1.0
0.016721000000000052,5,14,5,0.7,1.5
0.013545999999999956,5,14,5,0.8,1.0
0.016721000000000052,5,14,5,0.8,1.5
0.013545999999999956,5,14,5,0.9,1.0
0.016721000000000052,5,14,5,0.9,1.5
0.0016744999999999146,5,17,5,0.1,1.0
0.006724500000000012,5,17,5,0.1,1.5
0.0015137500000000515,5,17,5,0.2,1.0
0.00456375000000012,5,17,5,0.2,1.5
0.0015137500000000515,5,17,5,0.3,1.0
0.009169750000000193,5,17,5,0.3,1.5
0.008557880000000084,5,17,5,0.4,1.0
0.009169750000000193,5,17,5,0.4,1.5
0.007161935000000017,5,17,5,0.5,1.0
0.007773805000000127,5,17,5,0.5,1.5
0.007753879999999959,5,17,5,0.6,1.0
0.008365750000000068,5,17,5,0.6,1.5
0.007753879999999959,5,17,5,0.7,1.0
0.008365750000000068,5,17,5,0.7,1.5
0.007753879999999959,5,17,5,0.8,1.0
0.008365750000000068,5,17,5,0.8,1.5
0.007753879999999959,5,17,5,0.9,1.0
0.008365750000000068,5,17,5,0.9,1.5
0.011692250000000211,5,20,5,0.1,1.0
0.011692250000000211,5,20,5,0.1,1.5
0.005118999999999926,5,20,5,0.2,1.0
0.015712250000000125,5,20,5,0.2,1.5
0.005118999999999926,5,20,5,0.3,1.0
0.015712250000000125,5,20,5,0.3,1.5
0.005692999999999989,5,20,5,0.4,1.0
0.01576250000000008,5,20,5,0.4,1.5
0.005692999999999989,5,20,5,0.5,1.0
0.01576250000000008,5,20,5,0.5,1.5
0.005692999999999989,5,20,5,0.6,1.0
0.01576250000000008,5,20,5,0.6,1.5
0.005692999999999989,5,20,5,0.7,1.0
0.01576250000000008,5,20,5,0.7,1.5
0.005692999999999989,5,20,5,0.8,1.0
0.01576250000000008,5,20,5,0.8,1.5
0.005692999999999989,5,20,5,0.9,1.0
0.01576250000000008,5,20,5,0.9,1.5
0.0007549999999999031,5,23,5,0.1,1.0
0.005030500000000011,5,23,5,0.1,1.5
0.005118999999999926,5,23,5,0.2,1.0
0.007844500000000022,5,23,5,0.2,1.5
0.005118999999999926,5,23,5,0.3,1.0
0.007844500000000022,5,23,5,0.3,1.5
0.005118999999999926,5,23,5,0.4,1.0
0.01576250000000008,5,23,5,0.4,1.5
0.005198999999999875,5,23,5,0.5,1.0
0.01576250000000008,5,23,5,0.5,1.5
0.005198999999999875,5,23,5,0.6,1.0
0.01576250000000008,5,23,5,0.6,1.5
0.005198999999999875,5,23,5,0.7,1.0
0.01576250000000008,5,23,5,0.7,1.5
0.005198999999999875,5,23,5,0.8,1.0
0.01576250000000008,5,23,5,0.8,1.5
0.005198999999999875,5,23,5,0.9,1.0
0.01576250000000008,5,23,5,0.9,1.5
0.0018647500000000335,5,26,5,0.1,1.0
0.0038227499999999464,5,26,5,0.1,1.5
0.0018647500000000335,5,26,5,0.2,1.0
0.0038227499999999464,5,26,5,0.2,1.5
0.008790747499999894,5,26,5,0.3,1.0
0.010748747499999807,5,26,5,0.3,1.5
0.008790747499999894,5,26,5,0.4,1.0
0.010748747499999807,5,26,5,0.4,1.5
0.008790747499999894,5,26,5,0.5,1.0
0.010748747499999807,5,26,5,0.5,1.5
0.008790747499999894,5,26,5,0.6,1.0
0.010748747499999807,5,26,5,0.6,1.5
0.008790747499999894,5,26,5,0.7,1.0
0.010748747499999807,5,26,5,0.7,1.5
0.008790747499999894,5,26,5,0.8,1.0
0.010748747499999807,5,26,5,0.8,1.5
0.008790747499999894,5,26,5,0.9,1.0
0.010748747499999807,5,26,5,0.9,1.5
0.0008987499999999087,5,29,5,0.1,1.0
0.003998749999999931,5,29,5,0.1,1.5
0.0011237499999999883,5,29,5,0.2,1.0
0.003998749999999931,5,29,5,0.2,1.5
0.008261497499999928,5,29,5,0.3,1.0
0.015136497499999927,5,29,5,0.3,1.5
0.008261497499999928,5,29,5,0.4,1.0
0.015136497499999927,5,29,5,0.4,1.5
0.008261497499999928,5,29,5,0.5,1.0
0.015136497499999927,5,29,5,0.5,1.5
0.008261497499999928,5,29,5,0.6,1.0
0.015136497499999927,5,29,5,0.6,1.5
0.008261497499999928,5,29,5,0.7,1.0
0.015136497499999927,5,29,5,0.7,1.5
0.008261497499999928,5,29,5,0.8,1.0
0.015136497499999927,5,29,5,0.8,1.5
0.008261497499999928,5,29,5,0.9,1.0
0.015136497499999927,5,29,5,0.9,1.5
0.011974750000000086,8,14,5,0.1,1.0
0.012949750000000051,8,14,5,0.1,1.5
0.008932999999999993,8,14,5,0.2,1.0
0.010543249999999914,8,14,5,0.2,1.5
0.008932999999999993,8,14,5,0.3,1.0
0.010543249999999914,8,14,5,0.3,1.5
0.007401379999999992,8,14,5,0.4,1.0
0.010543249999999914,8,14,5,0.4,1.5
0.008038380000000135,8,14,5,0.5,1.0
0.011345000000000084,8,14,5,0.5,1.5
0.008038380000000135,8,14,5,0.6,1.0
0.011345000000000084,8,14,5,0.6,1.5
0.008038380000000135,8,14,5,0.7,1.0
0.011345000000000084,8,14,5,0.7,1.5
0.008038380000000135,8,14,5,0.8,1.0
0.011345000000000084,8,14,5,0.8,1.5
0.008038380000000135,8,14,5,0.9,1.0
0.011345000000000084,8,14,5,0.9,1.5
0.001574000000000006,8,17,5,0.1,1.0
0.0037234999999998814,8,17,5,0.1,1.5
0.0003567499999998013,8,17,5,0.2,1.0
0.0032572500000000227,8,17,5,0.2,1.5
0.0012607474999996769,8,17,5,0.3,1.0
0.010617247499999994,8,17,5,0.3,1.5
0.010128747499999723,8,17,5,0.4,1.0
0.010617247499999994,8,17,5,0.4,1.5
0.010128747499999723,8,17,5,0.5,1.0
0.010617247499999994,8,17,5,0.5,1.5
0.010128747499999723,8,17,5,0.6,1.0
0.010617247499999994,8,17,5,0.6,1.5
0.010128747499999723,8,17,5,0.7,1.0
0.010617247499999994,8,17,5,0.7,1.5
0.010128747499999723,8,17,5,0.8,1.0
0.010617247499999994,8,17,5,0.8,1.5
0.010128747499999723,8,17,5,0.9,1.0
0.010617247499999994,8,17,5,0.9,1.5
0.002014999999999864,8,20,5,0.1,1.0
0.01643780000000015,8,20,5,0.1,1.5
0.006596502500000119,8,20,5,0.2,1.0
0.016086050000000185,8,20,5,0.2,1.5
0.006428999999999883,8,20,5,0.3,1.0
0.015683547499999964,8,20,5,0.3,1.5
0.006428999999999883,8,20,5,0.4,1.0
0.010089247499999832,8,20,5,0.4,1.5
0.006428999999999883,8,20,5,0.5,1.0
0.010089247499999832,8,20,5,0.5,1.5
0.006428999999999883,8,20,5,0.6,1.0
0.010089247499999832,8,20,5,0.6,1.5
0.006428999999999883,8,20,5,0.7,1.0
0.010089247499999832,8,20,5,0.7,1.5
0.006428999999999883,8,20,5,0.8,1.0
0.010089247499999832,8,20,5,0.8,1.5
0.006428999999999883,8,20,5,0.9,1.0
0.010089247499999832,8,20,5,0.9,1.5
0.0025174999999998354,8,23,5,0.1,1.0
0.0045764999999999756,8,23,5,0.1,1.5
0.005194,8,23,5,0.2,1.0
0.007743499999999796,8,23,5,0.2,1.5
0.005194,8,23,5,0.3,1.0
0.007743499999999796,8,23,5,0.3,1.5
0.005194,8,23,5,0.4,1.0
0.007743499999999796,8,23,5,0.4,1.5
0.005194,8,23,5,0.5,1.0
0.007743499999999796,8,23,5,0.5,1.5
0.005194,8,23,5,0.6,1.0
0.007743499999999796,8,23,5,0.6,1.5
0.005194,8,23,5,0.7,1.0
0.007743499999999796,8,23,5,0.7,1.5
0.005194,8,23,5,0.8,1.0
0.007743499999999796,8,23,5,0.8,1.5
0.005194,8,23,5,0.9,1.0
0.007743499999999796,8,23,5,0.9,1.5
0.00027299999999990873,8,26,5,0.1,1.0
0.0035224999999997784,8,26,5,0.1,1.5
0.008220749999999942,8,26,5,0.2,1.0
0.01147024999999981,8,26,5,0.2,1.5
0.0069314999999998544,8,26,5,0.3,1.0
0.013132000000000059,8,26,5,0.3,1.5
0.0069314999999998544,8,26,5,0.4,1.0
0.013132000000000059,8,26,5,0.4,1.5
0.0069314999999998544,8,26,5,0.5,1.0
0.013132000000000059,8,26,5,0.5,1.5
0.0069314999999998544,8,26,5,0.6,1.0
0.013132000000000059,8,26,5,0.6,1.5
0.0069314999999998544,8,26,5,0.7,1.0
0.013132000000000059,8,26,5,0.7,1.5
0.0069314999999998544,8,26,5,0.8,1.0
0.013132000000000059,8,26,5,0.8,1.5
0.0069314999999998544,8,26,5,0.9,1.0
0.013132000000000059,8,26,5,0.9,1.5
0.0013251249999999487,8,29,5,0.1,1.0
0.004050625000000045,8,29,5,0.1,1.5
