Roi,Fast Period,Slow Period,devfactor
0.07125,141,142,2.0
0.1019999999999999,141,143,2.0
0.0814999999999999,141,144,2.0
0.09425,141,146,2.0
0.09,141,147,2.0
0.1129999999999999,141,148,2.0
0.0761666666666666,141,149,1.5
0.1056666666666666,142,148,2.0
0.0816,141,150,1.5
0.1115,141,150,2.0
0.0712,141,151,1.5
0.111,141,151,2.0
0.0711666666666666,141,153,1.5
0.097,141,153,2.0
0.0775,141,154,1.5
0.0963333333333333,141,154,2.0
0.087,141,155,1.5
0.105,141,155,2.0
0.091,142,157,2.0
0.1034,141,156,2.0
0.113,141,157,2.0
0.0983333333333333,141,158,1.5
0.102,141,159,1.5
0.1068333333333333,141,160,1.5
0.0826666666666666,141,160,2.0
0.07175,141,161,1.5
0.092,142,158,2.0
0.0994,141,164,1.5
0.0923333333333333,141,166,1.5
0.0775999999999999,141,167,1.5
0.0934,141,172,1.5
0.0847499999999999,141,172,2.0
0.0793333333333333,141,176,2.0
0.076,142,163,1.5
0.09075,141,178,1.5
0.0839999999999999,141,178,2.0
0.0854999999999999,142,156,1.5
0.0715,142,165,1.5
0.10125,142,143,2.0
0.0946,142,145,2.0
0.0909999999999999,142,146,2.0
0.094,142,147,2.0
0.0903333333333333,142,149,1.5
0.1125,142,149,2.0
0.0966,142,150,1.5
0.112,142,152,2.0
0.0858,142,151,1.5
0.0969999999999999,142,152,1.5
0.0921666666666666,142,153,1.5
0.0973333333333333,142,153,2.0
0.091,142,154,1.5
0.107,142,154,2.0
0.0726666666666666,142,155,2.0
0.0753333333333333,142,156,2.0
0.1108333333333333,142,157,1.5
0.1248333333333333,142,159,1.5
0.1142,142,160,1.5
0.1186,142,161,1.5
0.0962,142,162,1.5
0.1008,142,164,1.5
0.0802,142,166,1.5
0.0836666666666666,142,167,2.0
0.0754,142,169,1.5
0.0818,142,170,1.5
0.0726,142,171,1.5
0.0751999999999999,142,173,1.5
0.0739999999999999,142,174,1.5
0.0852499999999999,142,176,1.5
0.0745,145,149,1.5
0.07875,142,179,1.5
0.0885,144,148,2.0
0.0785,144,160,2.0
0.0778,143,144,2.0
0.0775999999999999,143,146,2.0
0.09,144,150,2.0
0.0868333333333333,143,147,1.5
0.0803333333333333,143,147,2.0
0.091,145,159,1.5
0.0818,143,148,1.5
0.112,143,149,2.0
0.0804,143,150,1.5
0.1031666666666666,143,151,1.5
0.1135,143,151,2.0
0.104,143,152,2.0
0.0764,143,153,1.5
0.0904999999999999,143,154,1.5
0.102,143,154,2.0
0.0948,143,155,1.5
0.1079999999999999,143,155,2.0
0.0834999999999999,143,156,1.5
0.1043999999999999,143,157,1.5
0.0984999999999999,143,158,1.5
0.0956666666666666,143,158,2.0
0.1131666666666666,143,159,1.5
0.09,143,160,1.5
0.0916,143,161,1.5
0.073,145,171,1.5
0.07425,143,162,1.5
0.0829999999999999,143,164,1.5
0.0757999999999999,143,175,1.5
0.0755999999999999,143,176,1.5
0.07175,143,178,1.5
0.0755,145,176,1.5
0.0923333333333333,143,179,1.5
0.098,144,145,2.0
0.09575,144,147,2.0
0.0851666666666666,144,150,1.5
0.0941666666666666,144,151,1.5
0.0718333333333333,144,152,1.5
0.0806666666666666,145,152,1.5
0.0993333333333333,144,153,2.0
0.1016666666666666,144,154,1.5
0.1003333333333333,144,154,2.0
0.0954,144,155,1.5
0.1025,144,155,2.0
0.094,145,159,2.0
0.10475,144,156,2.0
0.0982,144,157,1.5
0.0924,145,158,1.5
0.0996666666666666,145,153,2.0
0.0921666666666666,144,160,1.5
0.0791666666666666,144,161,1.5
0.0776666666666666,144,166,2.0
0.07275,144,167,1.5
0.0825999999999999,144,173,1.5
0.0808,144,174,1.5
0.0822,144,176,1.5
0.08875,144,177,1.5
0.0826666666666666,144,178,1.5
0.0746,144,179,1.5
0.0873999999999999,145,146,2.0
0.09525,145,152,2.0
0.0959999999999999,145,148,2.0
0.09825,145,149,2.0
0.0808333333333333,145,153,1.5
0.1035,145,154,1.5
0.1009999999999999,145,154,2.0
0.099,145,155,1.5
0.1055,145,155,2.0
0.1014,145,156,1.5
0.1006,145,157,1.5
0.0895,145,157,2.0
0.0732,145,166,1.5
0.0791999999999999,145,167,1.5
0.0788,145,168,1.5
0.0762,145,169,1.5
0.0725,145,177,1.5
0.1066666666666666,146,147,2.0
0.074,149,151,2.0
0.071,149,176,1.5
0.0915,146,149,2.0
0.0771666666666666,146,150,1.5
0.0875,146,150,2.0
0.086,147,176,1.5
0.0845,146,152,1.5
0.0886666666666666,146,152,2.0
0.076,149,178,1.5
0.07525,149,174,1.5
0.0794999999999999,146,164,2.0
0.0755,146,165,2.0
0.0765,147,166,1.5
0.0809999999999999,146,167,1.5
0.0804,146,168,1.5
0.0852,146,169,1.5
0.0785999999999999,146,171,1.5
0.0795999999999999,146,172,1.5
0.0704,146,173,1.5
0.09125,146,176,1.5
0.0836666666666666,147,167,1.5
0.0795,148,175,2.0
0.0733333333333333,146,179,2.0
0.0775,147,148,2.0
0.099,147,150,1.5
0.11275,147,150,2.0
0.07875,147,154,2.0
0.07125,147,162,1.5
0.07575,147,172,1.5
0.0826666666666666,147,165,1.5
0.1061666666666666,147,168,1.5
0.0899999999999999,147,168,2.0
0.0862,147,169,1.5
0.0838,147,170,1.5
0.0798,147,171,1.5
0.0815,147,173,1.5
0.0718,147,174,1.5
0.09025,147,175,1.5
0.0766666666666666,147,177,1.5
0.0816666666666666,148,149,1.5
0.0702,148,151,1.5
0.0705,148,153,2.0
0.08,148,165,1.5
0.0938,148,167,1.5
0.0946,148,168,1.5
0.08475,148,169,1.5
0.084,148,170,1.5
0.07325,148,172,1.5
0.07625,148,173,1.5
0.09375,148,175,1.5
0.0722,149,150,2.0
0.0738333333333333,149,155,1.5
0.0702499999999999,149,155,2.0
0.0711666666666666,149,162,1.5
0.08025,149,165,1.5
0.0944,149,166,1.5
0.0958,149,167,1.5
0.0874,149,169,1.5
0.0805999999999999,149,170,1.5
0.0818,149,171,1.5
0.0812,102,103,2.0
0.0828333333333333,102,105,1.5
0.0776666666666666,102,108,2.0
0.091,102,111,2.0
0.0743333333333333,102,122,2.0
0.086,102,123,2.0
0.0716666666666666,103,125,2.0
0.0794999999999999,102,155,2.0
0.0826666666666666,103,108,2.0
0.08,103,159,1.5
0.0706,103,105,2.0
0.0839999999999999,103,110,2.0
0.0756666666666666,103,111,2.0
0.095,103,112,2.0
0.0806666666666666,103,113,2.0
0.0726666666666666,103,122,2.0
0.0703333333333333,103,123,2.0
0.0789999999999999,103,151,2.0
0.0803333333333333,103,160,1.5
0.071,103,161,1.5
0.081,106,110,2.0
0.077,105,154,2.0
0.07325,104,105,2.0
0.0765,104,107,1.5
0.0755,104,107,2.0
0.099,105,109,2.0
0.0766666666666666,105,176,1.5
0.072,106,177,2.0
0.07525,104,133,1.5
0.0784999999999999,104,150,2.0
0.0794999999999999,104,152,2.0
0.092,104,155,2.0
0.093,104,157,2.0
0.0824999999999999,105,165,2.0
0.07675,104,160,1.5
0.0705,106,173,2.0
0.0763333333333333,104,176,1.5
0.071,106,173,1.5
0.0746666666666666,105,111,1.5
0.0789999999999999,105,156,2.0
0.0765,105,158,1.5
0.074,105,160,1.5
0.0713333333333333,105,174,1.5
0.0829999999999999,106,175,2.0
0.0865,106,109,2.0
0.0733333333333333,106,125,2.0
0.0799999999999999,106,150,2.0
0.0863333333333333,106,158,2.0
0.087,106,159,2.0
0.0866666666666666,106,160,2.0
0.0723333333333333,106,177,1.5
0.0746666666666666,107,142,1.5
0.093,108,149,2.0
0.0794999999999999,109,149,2.0
0.087,109,159,2.0
0.0723999999999999,107,170,1.5
0.0715,108,176,1.5
0.0804999999999999,109,152,2.0
0.0846,108,133,1.5
0.0836666666666666,108,133,2.0
0.07525,109,145,1.5
0.0753333333333333,108,137,1.5
0.0756666666666666,110,124,2.0
0.0743333333333333,108,144,1.5
0.0799999999999999,109,151,2.0
0.0876666666666666,108,158,2.0
0.0852,108,168,1.5
0.0886666666666666,108,167,2.0
0.089,108,170,2.0
0.0856,108,169,1.5
0.0766,108,170,1.5
0.0763333333333333,109,172,2.0
0.0758,108,172,1.5
0.0756666666666666,108,172,2.0
0.0762,108,173,1.5
0.0753333333333333,108,173,2.0
0.086,109,172,1.5
0.0703999999999999,109,135,1.5
0.0825,109,133,2.0
0.07775,109,134,1.5
0.07875,109,138,1.5
0.0844999999999999,109,148,2.0
0.07475,109,143,1.5
0.08025,109,165,1.5
0.0862,109,167,1.5
0.0893333333333333,109,167,2.0
0.0923333333333333,109,168,2.0
0.0882,109,170,1.5
0.0916666666666666,109,170,2.0
0.0884,109,171,1.5
0.0896,109,175,1.5
0.0793333333333333,109,173,2.0
0.0933333333333333,109,176,2.0
0.0876,109,176,1.5
0.0786666666666666,109,177,2.0
0.07225,109,179,1.5
0.07175,110,116,2.0
0.0703999999999999,110,131,1.5
0.07675,110,131,2.0
0.0819999999999999,113,134,1.5
0.0827499999999999,110,135,1.5
0.0824999999999999,113,151,2.0
0.0713333333333333,111,137,1.5
0.0832499999999999,110,139,1.5
0.0723333333333333,111,141,1.5
0.0875,113,141,2.0
0.0716,110,141,1.5
0.0929999999999999,110,141,2.0
0.0776666666666666,110,147,1.5
0.0799999999999999,110,153,2.0
0.0794999999999999,111,152,2.0
0.0804999999999999,110,152,2.0
0.0873333333333333,112,155,2.0
0.071,111,159,2.0
0.082,110,165,1.5
0.0884,110,167,1.5
0.0886,110,168,1.5
0.0756,110,169,1.5
0.0923333333333333,110,170,2.0
0.0825,110,170,1.5
0.0835,111,173,1.5
0.074,111,173,2.0
0.0936,110,173,1.5
0.094,113,169,2.0
0.0939999999999999,111,176,2.0
0.07925,110,178,1.5
0.07575,110,179,1.5
0.083,111,168,1.5
0.0809999999999999,113,132,1.5
0.07475,111,116,2.0
0.0712,111,127,1.5
0.0785,111,128,1.5
0.0706666666666666,111,135,1.5
0.0716666666666666,111,136,2.0
0.0926666666666666,111,141,2.0
0.078,111,147,1.5
0.07875,111,148,1.5
0.0783333333333333,111,149,1.5
0.0708,113,131,1.5
0.0876666666666666,111,156,2.0
0.088,111,157,2.0
0.08225,111,167,1.5
0.0865,113,155,2.0
0.093,111,169,1.5
0.0885,111,170,1.5
0.0934,111,171,1.5
0.079,111,174,1.5
0.0745,111,179,1.5
0.0826666666666666,111,179,2.0
0.0725,113,147,2.0
0.0708333333333333,112,126,1.5
0.0731999999999999,112,128,1.5
0.0745999999999999,112,135,1.5
0.0817499999999999,113,153,1.5
0.0945,113,157,2.0
0.0705,112,147,2.0
0.0863999999999999,112,150,1.5
0.0704,112,155,1.5
0.0728,112,156,1.5
0.0886666666666666,113,156,2.0
0.0813333333333333,113,167,1.5
0.0816666666666666,113,171,1.5
0.09375,112,169,1.5
0.07025,112,171,1.5
0.0705,112,172,1.5
0.0765,113,122,1.5
0.0812499999999999,113,135,1.5
0.0822499999999999,113,138,1.5
0.0852499999999999,113,156,1.5
0.0847499999999999,113,155,1.5
0.0785,113,158,1.5
0.0773333333333333,113,159,1.5
0.0771666666666666,114,122,1.5
0.0704,114,130,1.5
0.0812499999999999,114,134,1.5
0.0739999999999999,114,132,1.5
0.0875,114,138,2.0
0.0928,114,136,1.5
0.0725,116,147,2.0
0.094,114,142,1.5
0.0716666666666666,116,137,1.5
0.0713333333333333,114,154,1.5
0.0869999999999999,114,159,1.5
0.0789999999999999,115,166,2.0
0.0816666666666666,116,174,1.5
0.0945,115,171,2.0
0.0819999999999999,115,153,1.5
0.0723333333333333,116,147,1.5
0.0702,115,126,1.5
0.08275,115,140,1.5
0.07525,115,146,1.5
0.0817499999999999,115,150,1.5
0.0852499999999999,115,179,1.5
0.0773333333333333,115,158,1.5
0.07325,116,164,1.5
0.0794999999999999,115,170,2.0
0.0822499999999999,115,178,1.5
0.0803333333333333,116,169,1.5
0.0733333333333333,116,119,1.5
0.0788333333333333,116,122,1.5
0.0706666666666666,116,134,1.5
0.07075,116,152,1.5
0.0702499999999999,116,153,1.5
0.073,116,161,1.5
0.07275,116,166,1.5
0.0799999999999999,116,175,2.0
0.0916666666666666,116,176,1.5
0.075,116,179,1.5
0.0821666666666666,117,122,1.5
0.0702,117,125,1.5
0.0805,117,134,1.5
0.0835,119,162,1.5
0.08275,120,158,1.5
0.0789999999999999,117,142,2.0
0.0723333333333333,118,137,1.5
0.094,117,150,2.0
0.0875,120,155,2.0
0.0785,117,157,1.5
0.082,117,159,1.5
0.0806666666666666,118,162,1.5
0.08225,118,160,1.5
0.0926,118,164,1.5
0.0922,117,167,1.5
0.08125,117,168,1.5
0.08175,117,170,1.5
0.08575,117,173,1.5
0.0715,120,121,2.0
0.083,120,168,1.5
0.0776666666666666,120,173,1.5
0.0809999999999999,120,146,2.0
0.0725,118,122,1.5
0.0736666666666666,118,141,1.5
0.089,118,144,2.0
0.0837499999999999,118,147,1.5
0.093,120,153,2.0
0.0926666666666666,119,151,2.0
0.0773333333333333,118,156,1.5
0.07975,118,169,1.5
0.08475,118,170,1.5
0.0705,118,170,2.0
0.10325,118,171,1.5
0.092,118,171,2.0
0.071,120,125,1.5
0.0832499999999999,120,152,1.5
0.0885,120,159,2.0
0.0736666666666666,119,154,1.5
0.0882,119,156,1.5
0.08325,119,157,1.5
0.0743333333333333,119,158,1.5
0.0876666666666666,119,159,1.5
0.1004,119,160,1.5
0.08375,119,163,1.5
0.0793333333333333,119,166,1.5
0.0823333333333333,120,165,1.5
0.0935,119,169,1.5
0.0893333333333333,119,175,2.0
0.0915,119,177,2.0
0.0708333333333333,120,123,1.5
0.07425,120,125,2.0
0.0903333333333333,120,145,2.0
0.1082499999999999,120,154,1.5
0.0993333333333333,120,154,2.0
0.1089999999999999,120,155,1.5
0.1099999999999999,120,156,1.5
0.0987499999999999,120,157,1.5
0.0934,120,159,1.5
0.1092499999999999,120,160,1.5
0.097,120,161,1.5
0.0964,120,162,1.5
0.07825,120,163,1.5
0.09225,120,166,1.5
0.07925,120,167,1.5
0.0735,120,167,2.0
0.0803333333333333,120,169,1.5
0.079,123,160,1.5
0.071,123,149,1.5
0.0939999999999999,121,142,2.0
0.0886666666666666,122,145,2.0
0.0903333333333333,122,178,2.0
0.0893333333333333,121,147,2.0
0.0895,121,148,2.0
0.0925,121,150,1.5
0.095,123,137,2.0
0.0753333333333333,121,151,1.5
0.0905,123,136,2.0
0.0855,121,152,1.5
0.0956666666666666,123,150,2.0
0.1008,121,153,1.5
0.10925,121,153,2.0
0.1006666666666666,123,147,2.0
0.0949999999999999,121,157,1.5
0.1099999999999999,121,159,1.5
0.097,121,162,1.5
0.0836666666666666,123,177,1.5
0.0753333333333333,121,166,1.5
0.076,121,169,1.5
0.072,121,177,1.5
0.0796666666666666,121,177,2.0
0.0705,123,173,1.5
0.0943333333333333,122,148,2.0
0.0746666666666666,123,138,1.5
0.09,122,143,2.0
0.0906666666666666,123,176,2.0
0.07525,122,148,1.5
0.0876,122,149,1.5
0.0981666666666666,122,150,1.5
0.0728333333333333,122,151,1.5
0.0908333333333333,122,152,1.5
0.10275,122,153,2.0
0.089,122,161,2.0
0.1077999999999999,122,158,1.5
0.0953333333333333,122,158,2.0
0.1076,122,159,1.5
0.1081999999999999,122,160,1.5
0.0715,122,171,2.0
0.0875,122,177,1.5
0.0945,123,154,2.0
0.089,123,140,2.0
0.088,123,139,2.0
0.0743333333333333,123,141,1.5
0.0773333333333333,123,148,1.5
0.102,123,148,2.0
0.1035,123,149,2.0
0.0718,123,151,1.5
0.1009999999999999,123,153,2.0
0.0955,123,157,2.0
0.0705,123,169,2.0
0.0763333333333333,123,173,2.0
0.0736,123,174,1.5
0.0997499999999999,123,175,2.0
0.0762,123,175,1.5
0.09375,123,178,1.5
0.08725,123,179,1.5
0.0716666666666666,127,177,1.5
0.0735,124,128,1.5
0.0753333333333333,127,142,2.0
0.103,124,133,2.0
0.0765,124,134,2.0
0.10375,124,147,2.0
0.0758,124,148,1.5
0.0976666666666666,124,148,2.0
0.0799999999999999,124,149,1.5
0.0732,126,159,1.5
0.0965,124,156,2.0
0.1036666666666666,124,155,2.0
0.0823333333333333,124,160,1.5
0.0706666666666666,124,163,1.5
0.0735,127,161,2.0
0.09,127,175,1.5
0.0858,124,167,1.5
0.0866,124,168,1.5
0.0705,127,147,2.0
0.0814999999999999,125,177,1.5
0.0956666666666666,124,171,2.0
0.081,125,159,1.5
0.0895,125,173,1.5
0.0925,124,175,2.0
0.0935,125,177,2.0
0.08025,125,176,1.5
0.07225,127,168,1.5
0.079,126,156,2.0
0.078,127,153,2.0
0.0848333333333333,125,127,1.5
0.0915,125,132,2.0
0.0773333333333333,125,140,1.5
0.0746666666666666,127,144,1.5
0.0763333333333333,125,146,2.0
0.0803333333333333,125,147,1.5
0.09075,125,147,2.0
0.0741666666666666,125,148,1.5
0.0836666666666666,126,150,2.0
0.0731666666666666,125,149,1.5
0.0843333333333333,126,151,2.0
0.1036,125,154,2.0
0.09475,125,155,2.0
0.097,125,156,2.0
0.0945,126,173,2.0
0.0805,125,165,1.5
0.08675,125,166,1.5
0.0945999999999999,125,167,1.5
0.087,127,166,1.5
0.0854,125,168,1.5
0.089,126,175,1.5
0.0766666666666666,126,170,2.0
0.0816666666666666,127,167,2.0
0.0839999999999999,127,169,1.5
0.0718333333333333,126,127,2.0
0.0711666666666666,126,147,1.5
0.0771666666666666,126,148,1.5
0.095,126,153,2.0
0.0863333333333333,126,177,1.5
0.08775,126,155,2.0
0.0749999999999999,126,158,1.5
0.0844,126,164,1.5
0.0902,126,165,1.5
0.086,127,171,1.5
0.0926666666666666,126,166,2.0
0.0806666666666666,127,166,2.0
0.07075,126,168,1.5
0.0827499999999999,127,168,2.0
0.1118333333333333,126,171,1.5
0.09775,126,173,1.5
0.1004,126,174,1.5
0.0905,126,176,1.5
0.09025,126,178,1.5
0.07075,126,179,1.5
0.07525,127,173,1.5
0.09625,127,152,2.0
0.0783333333333333,127,129,1.5
0.0725,127,138,2.0
0.0796666666666666,127,143,2.0
0.0781666666666666,127,148,1.5
0.1058,127,151,2.0
0.0786666666666666,127,154,2.0
0.0793333333333333,127,155,2.0
0.0715,127,160,2.0
0.0846,127,163,1.5
0.1052,127,164,1.5
0.0907999999999999,127,165,1.5
0.073,127,169,2.0
0.0856666666666666,128,131,2.0
0.0763333333333333,131,149,2.0
0.0743333333333333,131,154,2.0
0.0848333333333333,128,144,1.5
0.083,128,145,1.5
0.0804,128,146,1.5
0.0982,128,147,1.5
0.0715,130,164,1.5
0.0994,128,148,1.5
0.0858,128,149,1.5
0.0918333333333333,128,150,1.5
0.09525,128,150,2.0
0.107,128,151,2.0
0.0753333333333333,130,154,2.0
0.0756666666666666,131,142,1.5
0.0745,131,165,2.0
0.07125,128,160,1.5
0.086,128,170,1.5
0.0988,128,162,1.5
0.0735,131,143,2.0
0.0996,128,163,1.5
0.0915999999999999,128,164,1.5
0.0939999999999999,128,164,2.0
0.0813333333333333,128,165,2.0
0.092,129,166,1.5
0.0955,128,169,1.5
0.0799999999999999,130,144,1.5
0.0803333333333333,128,175,1.5
0.0839999999999999,128,175,2.0
0.0716666666666666,129,176,1.5
0.0784,131,154,1.5
0.0774,131,153,1.5
0.0823333333333333,129,159,2.0
0.0796666666666666,130,163,2.0
0.087,129,158,1.5
0.09025,131,164,1.5
0.0893333333333333,130,148,1.5
0.09,131,160,2.0
0.08125,129,141,1.5
0.0926666666666666,130,161,2.0
0.0908333333333333,129,145,1.5
0.0972,129,147,1.5
0.0846,129,161,1.5
0.0808,129,149,1.5
0.0833333333333333,129,149,2.0
0.0724,129,150,1.5
0.105,129,150,2.0
0.106,130,166,1.5
0.084,129,152,2.0
0.0936666666666666,131,162,2.0
0.07525,129,157,2.0
0.0905,131,160,1.5
0.0907999999999999,130,159,1.5
0.0805,129,162,1.5
0.0923333333333333,129,163,2.0
0.0854,129,164,1.5
0.0806666666666666,130,165,2.0
0.0911999999999999,129,165,1.5
0.0835,129,169,1.5
0.0776666666666666,131,147,2.0
0.077,131,151,2.0
0.089,130,143,1.5
0.0702499999999999,130,145,1.5
0.0786666666666666,130,148,2.0
0.0836666666666666,130,149,2.0
0.0752,130,150,1.5
0.1058,130,150,2.0
0.09575,130,151,2.0
0.0752,130,152,1.5
0.1083333333333333,130,152,2.0
0.0794,131,155,1.5
0.0993333333333333,130,158,1.5
0.0844,130,163,1.5
0.1006,130,161,1.5
0.089,130,162,1.5
0.0908,130,165,1.5
0.0815,130,168,1.5
0.0915,130,170,2.0
0.0809999999999999,131,146,1.5
0.071,131,145,2.0
0.08775,131,143,1.5
0.0872,131,144,1.5
0.0878,131,145,1.5
0.0764,131,147,1.5
0.0768,131,148,1.5
0.078,131,163,2.0
0.07075,131,151,1.5
0.07175,131,152,1.5
0.0783333333333333,131,152,2.0
0.0983333333333333,131,153,2.0
0.07975,131,155,2.0
0.0798,131,156,1.5
0.08225,131,157,2.0
0.0864,131,157,1.5
0.0865,131,159,1.5
0.0773333333333333,131,159,2.0
0.0965,131,161,1.5
0.0906666666666666,131,161,2.0
0.09275,131,162,1.5
0.0933333333333333,131,164,2.0
0.1052,131,165,1.5
0.0951999999999999,131,166,1.5
0.07375,131,167,1.5
0.0735,132,168,2.0
0.0773333333333333,131,170,1.5
0.0763333333333333,132,150,2.0
0.0943333333333333,132,140,2.0
0.0775,134,178,1.5
0.0726666666666666,132,143,2.0
0.0808,132,149,1.5
0.089,132,148,2.0
0.082,132,149,2.0
0.07075,132,151,1.5
0.0702499999999999,132,152,1.5
0.0753333333333333,132,152,2.0
0.07175,132,153,1.5
0.0773333333333333,132,153,2.0
0.0715,132,154,1.5
0.08125,133,154,2.0
0.0795999999999999,133,177,2.0
0.0789999999999999,132,156,1.5
0.08175,133,153,2.0
0.0864999999999999,132,158,1.5
0.0817499999999999,132,158,2.0
0.0854,132,159,1.5
0.0776666666666666,132,159,2.0
0.094,132,160,1.5
0.0854999999999999,132,160,2.0
0.1106,132,161,1.5
