Roi,Fast Period,Slow Period,devfactor
0.0959999999999999,132,171,1.5
0.0706666666666666,133,167,1.5
0.0969999999999999,132,172,1.5
0.103,133,171,2.0
0.0824999999999999,132,173,2.0
0.1009999999999999,134,165,1.5
0.0775999999999999,132,175,2.0
0.0751666666666666,132,177,1.5
0.0793333333333333,132,179,1.5
0.08325,133,139,2.0
0.0759999999999999,133,140,1.5
0.0879999999999999,133,141,1.5
0.0819999999999999,133,141,2.0
0.092,133,142,1.5
0.0866,134,152,1.5
0.0916,133,159,1.5
0.0806666666666666,133,143,2.0
0.0909999999999999,133,148,1.5
0.0896,133,148,2.0
0.0815,133,149,2.0
0.0872,133,152,1.5
0.0805,133,150,2.0
0.08075,133,152,2.0
0.0884,133,153,1.5
0.1008333333333333,133,155,1.5
0.0998333333333333,133,156,1.5
0.097,134,136,2.0
0.106,133,170,1.5
0.10125,133,157,2.0
0.1036666666666666,134,168,2.0
0.09125,133,158,2.0
0.102,133,159,2.0
0.11,133,160,1.5
0.1,134,171,1.5
0.1048,133,161,1.5
0.0804999999999999,133,161,2.0
0.0814999999999999,134,147,2.0
0.1099999999999999,133,171,1.5
0.1102499999999999,133,172,1.5
0.1078333333333333,133,173,1.5
0.0916666666666666,133,174,1.5
0.0923333333333333,133,175,1.5
0.0771666666666666,133,177,1.5
0.0825,133,178,1.5
0.0835,133,179,2.0
0.07275,134,137,2.0
0.0794999999999999,134,139,1.5
0.0966666666666666,134,139,2.0
0.0786,134,144,1.5
0.0713333333333333,134,144,2.0
0.0875,134,146,1.5
0.0818,134,147,1.5
0.0822,134,148,1.5
0.0829999999999999,134,148,2.0
0.0856,134,149,1.5
0.0979999999999999,134,149,2.0
0.0868,134,150,1.5
0.0916666666666666,134,150,2.0
0.1053333333333333,134,151,1.5
0.0906666666666666,134,151,2.0
0.0935999999999999,134,152,2.0
0.1076666666666666,134,154,1.5
0.1016666666666666,134,155,1.5
0.107,134,156,1.5
0.0856666666666666,134,157,1.5
0.0793333333333333,134,158,1.5
0.0854999999999999,134,159,1.5
0.0806666666666666,134,163,1.5
0.1004999999999999,134,164,1.5
0.0953333333333333,134,166,1.5
0.1005,134,166,2.0
0.1012499999999999,134,167,1.5
0.1033333333333333,134,167,2.0
0.1014999999999999,134,168,1.5
0.1055,134,169,1.5
0.10675,134,170,1.5
0.1071666666666666,134,172,1.5
0.0713333333333333,134,172,2.0
0.108,134,173,1.5
0.1081666666666666,134,174,1.5
0.0746666666666666,134,174,2.0
0.0933333333333333,134,175,1.5
0.0818333333333333,134,176,1.5
0.0786,135,136,2.0
0.0799999999999999,135,139,1.5
0.0838,135,147,1.5
0.0782,136,143,1.5
0.07525,136,148,2.0
0.07375,135,146,1.5
0.0733333333333333,135,146,2.0
0.0832499999999999,135,147,2.0
0.0842,135,148,1.5
0.0854,135,149,1.5
0.1058333333333333,135,150,1.5
0.0892,135,152,1.5
0.0883333333333333,135,153,2.0
0.094,135,167,2.0
0.07075,135,159,1.5
0.0906,135,160,1.5
0.072,136,163,2.0
0.07875,135,165,1.5
0.0725,136,164,2.0
0.1035,136,166,1.5
0.1009999999999999,138,162,1.5
0.1025,135,168,1.5
0.1,135,170,1.5
0.1071666666666666,135,171,1.5
0.0713333333333333,135,171,2.0
0.0973333333333333,136,168,2.0
0.1038333333333333,135,173,1.5
0.0857499999999999,135,173,2.0
0.0844999999999999,136,173,2.0
0.1043333333333333,135,174,1.5
0.0878333333333333,135,175,1.5
0.0703999999999999,135,177,1.5
0.0821666666666666,135,178,1.5
0.07275,135,179,2.0
0.086,137,139,2.0
0.0735,137,168,2.0
0.0712,137,139,1.5
0.0773333333333333,136,154,2.0
0.07325,136,140,2.0
0.0752,136,141,1.5
0.0796,136,142,1.5
0.0742,136,144,1.5
0.0806666666666666,136,149,2.0
0.07175,136,151,1.5
0.0989999999999999,136,151,2.0
0.0793333333333333,136,152,2.0
0.102,136,155,2.0
0.07325,136,156,1.5
0.0873333333333333,136,156,2.0
0.0723999999999999,136,159,1.5
0.0987499999999999,136,161,1.5
0.0703333333333333,136,162,2.0
0.0846,136,163,1.5
0.1097999999999999,136,165,1.5
0.0945999999999999,136,167,1.5
0.0908333333333333,136,168,1.5
0.0972,136,169,1.5
0.0963333333333333,136,170,1.5
0.0743333333333333,136,170,2.0
0.0934999999999999,136,171,1.5
0.1014999999999999,138,161,1.5
0.0837499999999999,136,172,2.0
0.0723333333333333,136,174,1.5
0.08675,138,154,2.0
0.0868333333333333,137,147,1.5
0.0915,137,148,2.0
0.09125,137,149,2.0
0.0708,137,150,1.5
0.0934,137,151,1.5
0.0991666666666666,137,154,1.5
0.0766666666666666,137,154,2.0
0.0992,137,155,1.5
0.0776666666666666,137,156,2.0
0.0746666666666666,137,157,1.5
0.0928,137,159,1.5
0.0955999999999999,137,160,1.5
0.0705,137,160,2.0
0.0997499999999999,137,161,1.5
0.099,138,161,2.0
0.1012499999999999,137,162,1.5
0.1072,137,164,1.5
0.1096666666666666,137,165,1.5
0.1038,137,166,1.5
0.0904,137,167,1.5
0.07125,137,168,1.5
0.0732,137,173,1.5
0.088,138,151,1.5
0.0868,138,159,1.5
0.0815,138,155,1.5
0.0959999999999999,138,148,1.5
0.0986666666666666,138,148,2.0
0.0916666666666666,138,149,2.0
0.0913333333333333,138,150,1.5
0.0994999999999999,138,151,2.0
0.0949999999999999,138,153,2.0
0.1121666666666666,138,154,1.5
0.0988333333333333,138,156,1.5
0.0842499999999999,138,156,2.0
0.0936,138,157,1.5
0.1036666666666666,138,158,1.5
0.1086666666666666,138,160,1.5
0.1028,138,164,1.5
0.08925,138,165,1.5
0.0774,138,173,1.5
0.0931999999999999,138,174,1.5
0.08825,138,174,2.0
0.0712,138,176,1.5
0.07525,138,179,1.5
0.0745,138,179,2.0
0.0744,139,140,2.0
0.0701666666666666,139,144,1.5
0.07725,139,144,2.0
0.0786666666666666,139,146,2.0
0.0801666666666666,139,148,1.5
0.0989999999999999,139,148,2.0
0.1004999999999999,139,160,1.5
0.0926666666666666,140,151,2.0
0.0854999999999999,139,152,2.0
0.0839999999999999,140,178,2.0
0.0929999999999999,139,154,2.0
0.0731666666666666,139,155,1.5
0.08175,139,155,2.0
0.0973333333333333,139,156,1.5
0.08825,139,173,2.0
0.0832,139,157,1.5
0.0992,139,158,1.5
0.0803333333333333,139,159,2.0
0.1011666666666666,139,159,1.5
0.0945,139,160,2.0
0.1066,139,161,1.5
0.0796666666666666,139,164,1.5
0.0776666666666666,139,165,1.5
0.0824,139,168,1.5
0.0755999999999999,139,171,1.5
0.0951999999999999,139,173,1.5
0.0762,139,174,1.5
0.073,139,176,1.5
0.0763333333333333,139,178,2.0
0.0806666666666666,140,177,2.0
0.081,140,151,1.5
0.0866666666666666,140,141,2.0
0.0771666666666666,140,142,1.5
0.0954,140,143,2.0
0.0846666666666666,140,148,2.0
0.0966666666666666,140,152,2.0
0.0786666666666666,140,153,1.5
0.1066666666666666,140,153,2.0
0.1071999999999999,140,154,2.0
0.1012,140,155,2.0
0.1129999999999999,140,156,2.0
0.0996666666666666,140,157,1.5
0.0959999999999999,140,158,1.5
0.1056666666666666,140,158,2.0
0.1085,140,159,1.5
0.1072,140,160,1.5
0.092,140,164,1.5
0.09275,140,165,1.5
0.0904,140,166,1.5
0.0834,140,167,1.5
0.0938,140,172,1.5
0.0784,140,173,1.5
0.086,140,173,2.0
0.071,140,176,1.5
0.0703333333333333,140,179,1.5
0.0788333333333333,66,74,2.0
0.0795999999999999,66,75,2.0
0.0706666666666666,67,151,1.5
0.0713999999999999,67,136,1.5
0.0753333333333333,66,93,2.0
0.0825,66,94,2.0
0.08175,66,95,2.0
0.0732,66,102,2.0
0.07425,67,107,2.0
0.0722,67,121,1.5
0.0935,67,137,2.0
0.0914,66,124,1.5
0.0786666666666666,67,133,2.0
0.07975,67,138,1.5
0.08,67,147,2.0
0.0989999999999999,67,144,2.0
0.0826,67,141,1.5
0.0828,67,143,1.5
0.1064,66,147,1.5
0.0846666666666666,66,147,2.0
0.0935999999999999,66,148,1.5
0.0939999999999999,66,149,1.5
0.0793333333333333,67,134,2.0
0.0951666666666666,66,150,1.5
0.0836,66,151,1.5
0.0945,66,153,1.5
0.07475,66,165,1.5
0.0876666666666666,67,167,1.5
0.088,67,169,1.5
0.0999999999999999,66,172,1.5
0.0797499999999999,66,175,1.5
0.0807499999999999,67,176,1.5
0.0804999999999999,66,178,1.5
0.0776666666666666,67,72,2.0
0.1012,67,74,2.0
0.0726,67,77,2.0
0.1093333333333333,67,82,2.0
0.09025,67,96,2.0
0.0795,67,99,2.0
0.07875,67,100,2.0
0.0746666666666666,67,144,1.5
0.0745,67,106,2.0
0.07025,67,110,2.0
0.0705,67,127,2.0
0.0738333333333333,67,124,1.5
0.0703333333333333,67,132,1.5
0.0716,67,131,1.5
0.0711666666666666,67,134,1.5
0.07275,67,135,1.5
0.1007499999999999,67,145,2.0
0.09,67,146,1.5
0.0906,67,147,1.5
0.0806,67,148,1.5
0.087,67,149,2.0
0.0901666666666666,67,149,1.5
0.0816666666666666,67,151,2.0
0.0826666666666666,67,152,2.0
0.0836666666666666,67,153,2.0
0.0833333333333333,67,155,2.0
0.07775,67,171,1.5
0.09075,67,172,1.5
0.0783333333333333,67,172,2.0
0.0802499999999999,67,174,1.5
0.0881666666666666,68,71,2.0
0.1054999999999999,68,72,2.0
0.0898,68,73,2.0
0.0785,69,91,2.0
0.0895,68,91,2.0
0.08,70,151,1.5
0.0759999999999999,68,93,2.0
0.0753333333333333,68,94,2.0
0.072,68,95,2.0
0.0735,68,100,2.0
0.0801666666666666,68,103,1.5
0.08725,69,104,2.0
0.0874,68,106,2.0
0.083,68,109,2.0
0.071,69,93,1.5
0.073,68,110,2.0
0.071,70,114,2.0
0.07125,70,142,2.0
0.0745,70,171,1.5
0.0708333333333333,68,127,1.5
0.0701666666666666,68,145,1.5
0.0989999999999999,69,141,2.0
0.0735,69,140,2.0
0.0892,68,146,1.5
0.0928333333333333,68,147,1.5
0.0965,68,148,2.0
0.09675,69,149,2.0
0.0812,68,150,1.5
0.0845,68,151,1.5
0.0823333333333333,69,153,2.0
0.0702,70,135,1.5
0.0836666666666666,68,154,2.0
0.0796666666666666,70,156,2.0
0.0755,70,137,2.0
0.0783333333333333,70,172,2.0
0.0795,69,102,1.5
0.07625,70,95,2.0
0.0735999999999999,69,89,2.0
0.0772,70,93,2.0
0.078,69,97,2.0
0.0794,69,98,2.0
0.0771666666666666,69,110,1.5
0.0708,70,156,1.5
0.0786666666666666,69,105,1.5
0.0928,69,105,2.0
0.0778333333333333,69,106,1.5
0.0914,69,106,2.0
0.0736,69,108,1.5
0.08275,69,108,2.0
0.0744,69,109,1.5
0.0996,69,111,2.0
0.0715,69,113,2.0
0.074,70,138,2.0
0.0788,69,142,1.5
0.0871666666666666,69,145,1.5
0.0809999999999999,69,146,2.0
0.0875,69,146,1.5
0.07575,70,150,1.5
0.092,70,151,2.0
0.084,69,153,1.5
0.0732,69,154,1.5
0.0826666666666666,70,153,2.0
0.075,69,169,1.5
0.0875,70,172,1.5
0.0808333333333333,70,71,2.0
0.0702,70,73,2.0
0.091,70,89,2.0
0.07375,70,91,2.0
0.0728,70,152,1.5
0.07225,70,98,2.0
0.0755,70,102,1.5
0.0796666666666666,70,103,1.5
0.0829999999999999,70,104,2.0
0.0758333333333333,70,105,1.5
0.09875,70,106,2.0
0.0804999999999999,70,106,1.5
0.081,70,107,2.0
0.0835,70,108,2.0
0.0716666666666666,70,109,1.5
0.0868,70,109,2.0
0.0798333333333333,70,110,1.5
0.0876,70,110,2.0
0.0736,70,124,2.0
0.07225,70,131,2.0
0.0733333333333333,70,132,1.5
0.0718333333333333,70,133,1.5
0.0731666666666666,70,134,1.5
0.0852499999999999,70,140,2.0
0.0814999999999999,70,145,2.0
0.0808,70,147,1.5
0.0834999999999999,70,148,2.0
0.0832499999999999,70,149,2.0
0.0992499999999999,70,152,2.0
0.0833333333333333,70,154,1.5
0.0816666666666666,70,155,2.0
0.0726,70,155,1.5
0.084,72,151,1.5
0.0741666666666666,71,88,2.0
0.0856,74,115,2.0
0.0995,71,90,2.0
0.0745,72,110,1.5
0.0834999999999999,72,100,2.0
0.0829999999999999,71,101,2.0
0.086,71,104,2.0
0.0816,71,105,2.0
0.083,71,107,2.0
0.0703333333333333,73,175,2.0
0.0854,72,108,2.0
0.0789999999999999,71,110,2.0
0.0769999999999999,71,112,2.0
0.0705,73,102,1.5
0.07075,72,134,2.0
0.0809999999999999,71,127,2.0
0.072,73,109,2.0
0.0722,71,139,2.0
0.0852499999999999,73,158,2.0
0.0854999999999999,71,142,2.0
0.075,73,140,2.0
0.08875,71,143,2.0
0.0814999999999999,71,147,2.0
0.0992499999999999,71,150,2.0
0.0997499999999999,72,151,2.0
0.0736,71,152,1.5
0.0723999999999999,71,154,1.5
0.0838333333333333,71,155,1.5
0.0823333333333333,71,155,2.0
0.07775,71,157,1.5
0.081,73,125,2.0
0.0783333333333333,71,171,2.0
0.079,73,106,2.0
0.0849999999999999,74,105,2.0
0.08,73,172,2.0
0.076,74,88,2.0
0.087,74,77,2.0
0.077,74,112,2.0
0.0815,72,77,2.0
0.0712,74,101,2.0
0.0872,72,88,2.0
0.0815999999999999,72,89,2.0
0.0804,72,90,2.0
0.0755,72,93,2.0
0.08075,72,99,2.0
0.089,73,172,1.5
0.0721666666666666,72,103,1.5
0.08275,72,103,2.0
0.0866,72,105,2.0
0.08325,72,107,2.0
0.0782,72,110,2.0
0.0758,73,112,2.0
0.0752,72,112,2.0
0.0738333333333333,72,123,2.0
0.0742,72,124,2.0
0.0733999999999999,73,141,2.0
0.0708,73,135,2.0
0.0761666666666666,72,138,2.0
0.0724,72,139,2.0
0.0714,72,140,2.0
0.0712,72,149,1.5
0.0945,72,149,2.0
0.091,72,152,1.5
0.094,72,154,1.5
0.0999999999999999,72,154,2.0
0.09425,72,155,1.5
0.0792,73,155,1.5
0.08775,73,156,2.0
0.0852,73,102,2.0
0.0868333333333333,73,78,2.0
0.07575,73,88,2.0
0.0806666666666666,73,143,2.0
0.0786666666666666,73,142,2.0
0.0993333333333333,73,103,2.0
0.0793333333333333,73,107,1.5
0.0778,73,110,2.0
0.0821666666666666,73,122,2.0
0.0873333333333333,73,124,2.0
0.0738,73,127,2.0
0.0725,73,132,2.0
0.0706,74,102,2.0
0.0773333333333333,73,137,2.0
0.0756,73,139,2.0
0.0756666666666666,73,141,1.5
0.0768333333333333,73,142,1.5
0.0748333333333333,73,146,1.5
0.0743333333333333,73,152,1.5
0.0805,73,156,1.5
0.0786,73,157,1.5
0.0743333333333333,73,159,2.0
0.0774999999999999,73,174,1.5
0.0792499999999999,73,175,1.5
0.0784999999999999,73,176,1.5
0.0963333333333333,74,76,2.0
0.0812,74,78,2.0
0.0795,74,79,2.0
0.0718,74,103,2.0
0.0848333333333333,74,104,2.0
0.0828,74,106,2.0
0.0754,74,109,2.0
0.0726,74,111,2.0
0.0716,74,122,2.0
0.0744,75,133,2.0
0.0746,74,133,2.0
0.0704,74,134,2.0
0.0764,74,136,2.0
0.0705,76,142,2.0
0.0774,74,138,2.0
0.0706666666666666,74,138,1.5
0.0768333333333333,74,140,1.5
0.07125,74,140,2.0
0.0762,74,141,1.5
0.07175,74,144,1.5
0.0786666666666666,74,145,2.0
0.0763333333333333,77,151,2.0
0.0715,77,145,2.0
0.0808333333333333,74,155,1.5
0.08775,75,89,2.0
0.0818333333333333,74,159,1.5
0.08925,74,156,2.0
0.10625,74,157,2.0
0.0806666666666666,74,158,1.5
0.1055,74,159,2.0
0.1006666666666666,74,160,2.0
0.0703333333333333,74,175,2.0
0.0708,75,86,2.0
0.0733333333333333,75,110,2.0
0.072,77,144,2.0
0.0733999999999999,76,128,1.5
0.0738,76,125,1.5
0.0736,75,129,1.5
0.0734,76,132,2.0
0.0783333333333333,75,139,1.5
0.0781666666666666,75,140,1.5
0.073,75,143,1.5
0.077,75,146,1.5
0.0774999999999999,75,155,2.0
0.0975999999999999,75,156,2.0
0.0722,76,84,2.0
0.0858,76,85,2.0
0.0718333333333333,76,86,2.0
0.082,76,120,2.0
0.0856666666666666,77,123,2.0
0.0743333333333333,76,122,1.5
0.0718333333333333,76,123,1.5
0.0732,76,129,1.5
0.0742,76,131,1.5
0.07275,76,139,2.0
0.07375,76,140,2.0
0.07075,77,141,2.0
0.0765,77,154,2.0
0.0852499999999999,76,155,2.0
0.0794,77,122,1.5
0.0763333333333333,77,114,2.0
0.0783333333333333,77,118,2.0
0.078,77,120,2.0
0.0703999999999999,77,120,1.5
0.0789999999999999,77,121,1.5
0.0795999999999999,77,123,1.5
0.0769999999999999,77,125,1.5
0.0833333333333333,77,125,2.0
0.0756666666666666,77,152,2.0
0.0785999999999999,42,87,1.5
0.0789999999999999,41,67,2.0
0.09175,43,83,2.0
0.0904999999999999,41,69,2.0
0.0802,41,71,2.0
0.09425,41,72,2.0
0.0822499999999999,41,75,2.0
0.0925,41,76,2.0
0.102,41,77,2.0
0.1166,41,78,2.0
0.1042,41,79,2.0
0.0883333333333333,43,175,1.5
0.106,41,80,2.0
0.0854999999999999,41,81,2.0
0.1095,41,82,2.0
0.1275,41,83,2.0
0.091,41,85,1.5
0.0779999999999999,42,89,1.5
0.0983333333333333,41,88,2.0
0.0794,41,87,1.5
0.0986666666666666,41,87,2.0
0.0826666666666666,41,88,1.5
0.0788,41,89,1.5
0.0784,41,90,1.5
0.0843333333333333,41,91,2.0
0.0846666666666666,41,92,2.0
0.0795,42,93,1.5
0.0894,42,71,2.0
0.09,42,94,2.0
0.107,41,97,1.5
0.071,43,90,2.0
0.1073333333333333,41,99,1.5
0.0793333333333333,41,99,2.0
0.0948333333333333,41,100,1.5
0.09325,41,101,2.0
0.0953333333333333,41,102,1.5
0.0852499999999999,41,102,2.0
0.0858,41,104,1.5
0.078,43,102,2.0
0.08975,41,106,1.5
0.077,43,110,2.0
0.0885,41,120,1.5
0.0816666666666666,43,139,1.5
0.089,41,121,1.5
0.093,43,137,2.0
0.0793333333333333,42,122,1.5
0.0863333333333333,41,131,1.5
0.07375,41,132,1.5
0.1013333333333333,41,134,1.5
0.0805,43,72,2.0
0.0784999999999999,41,171,2.0
0.0794999999999999,43,172,2.0
0.0818333333333333,42,65,2.0
0.082,43,129,1.5
0.0901999999999999,42,64,2.0
0.0852,42,66,2.0
0.0936,42,72,2.0
0.0896,42,73,2.0
0.096,42,74,2.0
0.1008333333333333,42,75,2.0
0.1023333333333333,42,76,2.0
0.0916666666666666,42,77,2.0
0.1064,42,78,2.0
0.08875,42,119,1.5
0.0832,42,79,2.0
0.07275,42,80,2.0
0.07625,42,81,2.0
0.0984999999999999,42,82,2.0
0.0926666666666666,42,83,2.0
0.0918333333333333,42,85,1.5
0.0845,43,86,2.0
0.0808333333333333,43,86,1.5
0.0801666666666666,43,89,1.5
0.0821666666666666,42,94,1.5
0.079,43,126,1.5
0.0943333333333333,42,98,1.5
0.0996,42,99,1.5
0.1,42,100,1.5
0.10175,43,98,2.0
0.0775,43,99,1.5
0.1015,42,102,1.5
0.0946666666666666,42,102,2.0
0.0844,42,103,1.5
0.0865,43,106,2.0
0.0763333333333333,42,114,1.5
0.07575,42,115,1.5
0.0755,43,113,1.5
0.0766666666666666,43,111,2.0
0.0823333333333333,43,124,1.5
0.08925,42,120,1.5
0.0796666666666666,43,121,1.5
0.086,42,133,1.5
0.0736,43,62,2.0
0.0906666666666666,43,64,2.0
0.0715,43,97,2.0
0.0936666666666666,43,65,2.0
0.0878,43,66,2.0
0.07775,43,76,2.0
0.0796666666666666,43,144,1.5
0.0815999999999999,43,80,2.0
0.07525,43,81,2.0
0.0955,43,84,2.0
0.08625,43,85,2.0
0.089,43,89,2.0
0.0816666666666666,43,90,1.5
0.09625,43,91,2.0
0.0806666666666666,43,94,2.0
0.0826666666666666,43,93,1.5
0.09775,43,93,2.0
0.0798333333333333,43,95,1.5
0.0801666666666666,43,96,1.5
0.102,43,102,1.5
0.0716666666666666,43,109,2.0
0.087,43,104,2.0
0.0785,43,117,1.5
0.0873333333333333,43,172,1.5
0.0783333333333333,79,120,2.0
0.0763333333333333,79,114,2.0
0.0885,79,162,2.0
0.078,80,150,2.0
0.0813333333333333,78,121,2.0
0.0856666666666666,79,125,2.0
0.0833333333333333,80,132,2.0
0.083,79,127,2.0
0.0863333333333333,78,142,2.0
0.0763333333333333,80,152,2.0
0.073,80,166,2.0
0.07575,78,155,2.0
0.079,78,161,2.0
0.0716,79,110,2.0
0.0776666666666666,80,143,2.0
0.0806666666666666,80,136,2.0
0.0775,80,90,1.5
0.07425,80,107,2.0
0.07475,80,108,2.0
0.0843333333333333,80,128,2.0
0.0823333333333333,45,122,1.5
0.092,44,95,2.0
0.0826666666666666,46,145,1.5
0.071,44,114,1.5
0.0723333333333333,44,64,2.0
0.0705,44,83,2.0
0.07125,44,74,2.0
0.083,46,140,1.5
0.07775,44,78,2.0
0.07175,44,79,2.0
0.075,45,91,2.0
0.0768333333333333,44,84,1.5
0.07375,44,85,2.0
0.0791999999999999,45,79,2.0
0.0741666666666666,44,88,1.5
0.0743333333333333,45,91,1.5
0.0903333333333333,44,90,2.0
0.0751666666666666,45,92,1.5
0.091,44,94,2.0
0.097,44,93,2.0
0.0702,45,94,1.5
0.0706,44,95,1.5
0.09175,44,96,2.0
0.09275,44,99,2.0
0.0716666666666666,45,102,1.5
0.0773333333333333,45,112,1.5
0.0766666666666666,44,112,1.5
0.0796666666666666,46,116,1.5
0.0935,46,155,1.5
0.0793333333333333,46,125,1.5
0.0816666666666666,44,134,1.5
0.093,46,125,2.0
0.0796666666666666,45,142,1.5
0.0873333333333333,45,170,1.5
0.0883333333333333,45,175,1.5
0.0799999999999999,46,165,1.5
0.081,45,85,2.0
0.0835,45,64,2.0
0.0726,45,72,2.0
0.0702,45,73,2.0
0.0765,46,72,2.0
0.0925999999999999,45,78,2.0
0.0827499999999999,45,81,2.0
0.088,46,123,2.0
0.0841666666666666,45,88,1.5
0.0983333333333333,45,87,2.0
0.09875,45,89,2.0
0.0794,45,89,1.5
0.0843333333333333,45,90,1.5
0.092,45,94,2.0
0.0703999999999999,45,93,1.5
0.08025,45,96,1.5
0.0923333333333333,45,96,2.0
0.08175,45,97,1.5
0.0702499999999999,45,103,1.5
0.0953333333333333,45,104,2.0
0.07075,46,101,1.5
0.0936666666666666,45,123,2.0
0.0833333333333333,46,139,1.5
0.0766,46,62,2.0
0.0704,46,73,2.0
0.0804,46,82,2.0
0.0742,46,84,2.0
0.0988333333333333,46,85,1.5
0.0805999999999999,46,86,1.5
0.086,46,88,1.5
